epoch,date,allocation
940,2037-11-09,352274.8294
941,2037-11-14,352220.1911
942,2037-11-19,352165.6277
943,2037-11-24,352111.139
944,2037-11-29,352056.7248
945,2037-12-04,352002.3849
946,2037-12-09,351948.1192
947,2037-12-14,351893.9275
948,2037-12-19,351839.8096
949,2037-12-24,351785.7653
950,2037-12-29,351731.7944
951,2038-01-03,351677.8968
952,2038-01-08,351624.0722
953,2038-01-13,351570.3206
954,2038-01-18,351516.6417
955,2038-01-23,351463.0353
956,2038-01-28,351409.5012
957,2038-02-02,351356.0394
958,2038-02-07,351302.6496
959,2038-02-12,351249.3316
960,2038-02-17,351196.0853
961,2038-02-22,351142.9105
962,2038-02-27,351089.807
963,2038-03-04,351036.7747
964,2038-03-09,350983.8133
965,2038-03-14,350930.9227
966,2038-03-19,350878.1028
967,2038-03-24,350825.3534
968,2038-03-29,350772.6742
969,2038-04-03,350720.0652
970,2038-04-08,350667.5261
971,2038-04-13,350615.0568
972,2038-04-18,350562.6572
973,2038-04-23,350510.327
974,2038-04-28,350458.0661
975,2038-05-03,350405.8744
976,2038-05-08,350353.7516
977,2038-05-13,350301.6976
978,2038-05-18,350249.7123
979,2038-05-23,350197.7954
980,2038-05-28,350145.9469
981,2038-06-02,350094.1665
982,2038-06-07,350042.4541
983,2038-06-12,349990.8095
984,2038-06-17,349939.2326
985,2038-06-22,349887.7232
986,2038-06-27,349836.2812
987,2038-07-02,349784.9063
988,2038-07-07,349733.5985
989,2038-07-12,349682.3576
990,2038-07-17,349631.1834
991,2038-07-22,349580.0757
992,2038-07-27,349529.0345
993,2038-08-01,349478.0595
994,2038-08-06,349427.1507
995,2038-08-11,349376.3077
996,2038-08-16,349325.5306
997,2038-08-21,349274.8191
998,2038-08-26,349224.1731
999,2038-08-31,349173.5924
1000,2038-09-05,349123.0769
1001,2038-09-10,349072.6265
1002,2038-09-15,349022.2409
1003,2038-09-20,348971.9201
1004,2038-09-25,348921.6638
1005,2038-09-30,348871.472
1006,2038-10-05,348821.3444
1007,2038-10-10,348771.281
1008,2038-10-15,348721.2816
1009,2038-10-20,348671.346
1010,2038-10-25,348621.4741
1011,2038-10-30,348571.6658
1012,2038-11-04,348521.9209
1013,2038-11-09,348472.2392
1014,2038-11-14,348422.6206
1015,2038-11-19,348373.065
1016,2038-11-24,348323.5723
1017,2038-11-29,348274.1422
1018,2038-12-04,348224.7746
1019,2038-12-09,348175.4695
1020,2038-12-14,348126.2266
1021,2038-12-19,348077.0458
1022,2038-12-24,348027.927
1023,2038-12-29,347978.87
1024,2039-01-03,347929.8747
1025,2039-01-08,347880.941
1026,2039-01-13,347832.0687
1027,2039-01-18,347783.2576
1028,2039-01-23,347734.5077
1029,2039-01-28,347685.8188
1030,2039-02-02,347637.1907
1031,2039-02-07,347588.6234
1032,2039-02-12,347540.1166
1033,2039-02-17,347491.6703
1034,2039-02-22,347443.2844
1035,2039-02-27,347394.9586
1036,2039-03-04,347346.6928
1037,2039-03-09,347298.487
1038,2039-03-14,347250.3409
1039,2039-03-19,347202.2545
1040,2039-03-24,347154.2276
1041,2039-03-29,347106.2601
1042,2039-04-03,347058.3518
1043,2039-04-08,347010.5026
1044,2039-04-13,346962.7124
1045,2039-04-18,346914.9811
1046,2039-04-23,346867.3085
1047,2039-04-28,346819.6945
1048,2039-05-03,346772.1389
1049,2039-05-08,346724.6417
1050,2039-05-13,346677.2027
1051,2039-05-18,346629.8218
1052,2039-05-23,346582.4988
1053,2039-05-28,346535.2336
1054,2039-06-02,346488.0261
1055,2039-06-07,346440.8762
1056,2039-06-12,346393.7838
1057,2039-06-17,346346.7486
1058,2039-06-22,346299.7707
1059,2039-06-27,346252.8498
1060,2039-07-02,346205.9858
1061,2039-07-07,346159.1787
1062,2039-07-12,346112.4282
1063,2039-07-17,346065.7343
1064,2039-07-22,346019.0969
1065,2039-07-27,345972.5158
1066,2039-08-01,345925.9909
1067,2039-08-06,345879.522
1068,2039-08-11,345833.1091
1069,2039-08-16,345786.7521
1070,2039-08-21,345740.4507
1071,2039-08-26,345694.205
1072,2039-08-31,345648.0147
1073,2039-09-05,345601.8798
1074,2039-09-10,345555.8001
1075,2039-09-15,345509.7755
1076,2039-09-20,345463.8059
1077,2039-09-25,345417.8912
1078,2039-09-30,345372.0313
1079,2039-10-05,345326.226
1080,2039-10-10,345280.4752
1081,2039-10-15,345234.7788
1082,2039-10-20,345189.1367
1083,2039-10-25,345143.5488
1084,2039-10-30,345098.015
1085,2039-11-04,345052.5351
1086,2039-11-09,345007.109
1087,2039-11-14,344961.7366
1088,2039-11-19,344916.4179
1089,2039-11-24,344871.1526
1090,2039-11-29,344825.9407
1091,2039-12-04,344780.782
1092,2039-12-09,344735.6765
1093,2039-12-14,344690.6241
1094,2039-12-19,344645.6245
1095,2039-12-24,344600.6778
1096,2039-12-29,344555.7837
1097,2040-01-03,344510.9423
1098,2040-01-08,344466.1533
1099,2040-01-13,344421.4167
1100,2040-01-18,344376.7323
1101,2040-01-23,344332.1001
1102,2040-01-28,344287.5199
1103,2040-02-02,344242.9916
1104,2040-02-07,344198.5152
1105,2040-02-12,344154.0905
1106,2040-02-17,344109.7173
1107,2040-02-22,344065.3957
1108,2040-02-27,344021.1254
1109,2040-03-03,343976.9064
1110,2040-03-08,343932.7386
1111,2040-03-13,343888.6218
1112,2040-03-18,343844.5561
1113,2040-03-23,343800.5411
1114,2040-03-28,343756.5769
1115,2040-04-02,343712.6633
1116,2040-04-07,343668.8003
1117,2040-04-12,343624.9877
1118,2040-04-17,343581.2254
1119,2040-04-22,343537.5134
1120,2040-04-27,343493.8515
1121,2040-05-02,343450.2395
1122,2040-05-07,343406.6775
1123,2040-05-12,343363.1653
1124,2040-05-17,343319.7028
1125,2040-05-22,343276.2899
1126,2040-05-27,343232.9265
1127,2040-06-01,343189.6126
1128,2040-06-06,343146.3479
1129,2040-06-11,343103.1324
1130,2040-06-16,343059.966
1131,2040-06-21,343016.8485
1132,2040-06-26,342973.78
1133,2040-07-01,342930.7603
1134,2040-07-06,342887.7893
1135,2040-07-11,342844.8669
1136,2040-07-16,342801.993
1137,2040-07-21,342759.1674
1138,2040-07-26,342716.3902
1139,2040-07-31,342673.6612
1140,2040-08-05,342630.9803
1141,2040-08-10,342588.3474
1142,2040-08-15,342545.7623
1143,2040-08-20,342503.2252
1144,2040-08-25,342460.7357
1145,2040-08-30,342418.2938
1146,2040-09-04,342375.8995
1147,2040-09-09,342333.5526
1148,2040-09-14,342291.253
1149,2040-09-19,342249.0007
1150,2040-09-24,342206.7955
1151,2040-09-29,342164.6374
1152,2040-10-04,342122.5262
1153,2040-10-09,342080.4618
1154,2040-10-14,342038.4443
1155,2040-10-19,341996.4734
1156,2040-10-24,341954.549
1157,2040-10-29,341912.6712
1158,2040-11-03,341870.8397
1159,2040-11-08,341829.0546
1160,2040-11-13,341787.3156
1161,2040-11-18,341745.6228
1162,2040-11-23,341703.976
1163,2040-11-28,341662.3751
1164,2040-12-03,341620.8201
1165,2040-12-08,341579.3108
1166,2040-12-13,341537.8472
1167,2040-12-18,341496.4291
1168,2040-12-23,341455.0565
1169,2040-12-28,341413.7293
1170,2041-01-02,341372.4474
1171,2041-01-07,341331.2107
1172,2041-01-12,341290.0191
1173,2041-01-17,341248.8726
1174,2041-01-22,341207.771
1175,2041-01-27,341166.7142
1176,2041-02-01,341125.7022
1177,2041-02-06,341084.7349
1178,2041-02-11,341043.8122
1179,2041-02-16,341002.934
1180,2041-02-21,340962.1002
1181,2041-02-26,340921.3107
1182,2041-03-03,340880.5654
1183,2041-03-08,340839.8643
1184,2041-03-13,340799.2073
1185,2041-03-18,340758.5943
1186,2041-03-23,340718.0251
1187,2041-03-28,340677.4998
1188,2041-04-02,340637.0182
1189,2041-04-07,340596.5802
1190,2041-04-12,340556.1858
1191,2041-04-17,340515.8348
1192,2041-04-22,340475.5273
1193,2041-04-27,340435.263
1194,2041-05-02,340395.042
1195,2041-05-07,340354.8641
1196,2041-05-12,340314.7292
1197,2041-05-17,340274.6373
1198,2041-05-22,340234.5883
1199,2041-05-27,340194.5821
1200,2041-06-01,340154.6186
1201,2041-06-06,340114.6978
1202,2041-06-11,340074.8195
1203,2041-06-16,340034.9837
1204,2041-06-21,339995.1903
1205,2041-06-26,339955.4392
1206,2041-07-01,339915.7303
1207,2041-07-06,339876.0636
1208,2041-07-11,339836.4389
1209,2041-07-16,339796.8562
1210,2041-07-21,339757.3155
1211,2041-07-26,339717.8165
1212,2041-07-31,339678.3593
1213,2041-08-05,339638.9438
1214,2041-08-10,339599.5699
1215,2041-08-15,339560.2375
1216,2041-08-20,339520.9465
1217,2041-08-25,339481.6968
1218,2041-08-30,339442.4885
1219,2041-09-04,339403.3213
1220,2041-09-09,339364.1953
1221,2041-09-14,339325.1102
1222,2041-09-19,339286.0662
1223,2041-09-24,339247.063
1224,2041-09-29,339208.1007
1225,2041-10-04,339169.1791
1226,2041-10-09,339130.2981
1227,2041-10-14,339091.4577
1228,2041-10-19,339052.6578
1229,2041-10-24,339013.8983
1230,2041-10-29,338975.1792
1231,2041-11-03,338936.5004
1232,2041-11-08,338897.8617
1233,2041-11-13,338859.2632
1234,2041-11-18,338820.7047
1235,2041-11-23,338782.1862
1236,2041-11-28,338743.7076
1237,2041-12-03,338705.2688
1238,2041-12-08,338666.8698
1239,2041-12-13,338628.5104
1240,2041-12-18,338590.1906
1241,2041-12-23,338551.9104
1242,2041-12-28,338513.6696
1243,2042-01-02,338475.4682
1244,2042-01-07,338437.3061
1245,2042-01-12,338399.1833
1246,2042-01-17,338361.0996
1247,2042-01-22,338323.0549
1248,2042-01-27,338285.0494
1249,2042-02-01,338247.0827
1250,2042-02-06,338209.1549
1251,2042-02-11,338171.2659
1252,2042-02-16,338133.4157
1253,2042-02-21,338095.6041
1254,2042-02-26,338057.8311
1255,2042-03-03,338020.0966
1256,2042-03-08,337982.4006
1257,2042-03-13,337944.7429
1258,2042-03-18,337907.1235
1259,2042-03-23,337869.5424
1260,2042-03-28,337831.9994
1261,2042-04-02,337794.4945
1262,2042-04-07,337757.0277
1263,2042-04-12,337719.5988
1264,2042-04-17,337682.2077
1265,2042-04-22,337644.8545
1266,2042-04-27,337607.5391
1267,2042-05-02,337570.2613
1268,2042-05-07,337533.0211
1269,2042-05-12,337495.8185
1270,2042-05-17,337458.6533
1271,2042-05-22,337421.5256
1272,2042-05-27,337384.4352
1273,2042-06-01,337347.382
1274,2042-06-06,337310.3661
1275,2042-06-11,337273.3873
1276,2042-06-16,337236.4455
1277,2042-06-21,337199.5408
1278,2042-06-26,337162.673
1279,2042-07-01,337125.842
1280,2042-07-06,337089.0478
1281,2042-07-11,337052.2904
1282,2042-07-16,337015.5697
1283,2042-07-21,336978.8855
1284,2042-07-26,336942.2379
1285,2042-07-31,336905.6268
1286,2042-08-05,336869.052
1287,2042-08-10,336832.5136
1288,2042-08-15,336796.0115
1289,2042-08-20,336759.5456
1290,2042-08-25,336723.1158
1291,2042-08-30,336686.7221
1292,2042-09-04,336650.3644
1293,2042-09-09,336614.0427
1294,2042-09-14,336577.7568
1295,2042-09-19,336541.5068
1296,2042-09-24,336505.2925
1297,2042-09-29,336469.114
1298,2042-10-04,336432.971
1299,2042-10-09,336396.8636
1300,2042-10-14,336360.7918
1301,2042-10-19,336324.7554
1302,2042-10-24,336288.7543
1303,2042-10-29,336252.7886
1304,2042-11-03,336216.8581
1305,2042-11-08,336180.9628
1306,2042-11-13,336145.1027
1307,2042-11-18,336109.2776
1308,2042-11-23,336073.4875
1309,2042-11-28,336037.7323
1310,2042-12-03,336002.0121
1311,2042-12-08,335966.3266
1312,2042-12-13,335930.676
1313,2042-12-18,335895.06
1314,2042-12-23,335859.4786
1315,2042-12-28,335823.9319
1316,2043-01-02,335788.4196
1317,2043-01-07,335752.9418
1318,2043-01-12,335717.4984
1319,2043-01-17,335682.0894
1320,2043-01-22,335646.7146
1321,2043-01-27,335611.374
1322,2043-02-01,335576.0676
1323,2043-02-06,335540.7953
1324,2043-02-11,335505.557
1325,2043-02-16,335470.3527
1326,2043-02-21,335435.1823
1327,2043-02-26,335400.0458
1328,2043-03-03,335364.943
1329,2043-03-08,335329.874
1330,2043-03-13,335294.8387
1331,2043-03-18,335259.8371
1332,2043-03-23,335224.8689
1333,2043-03-28,335189.9343
1334,2043-04-02,335155.0332
1335,2043-04-07,335120.1654
1336,2043-04-12,335085.331
1337,2043-04-17,335050.5298
1338,2043-04-22,335015.7619
1339,2043-04-27,334981.0271
1340,2043-05-02,334946.3255
1341,2043-05-07,334911.6568
1342,2043-05-12,334877.0212
1343,2043-05-17,334842.4185
1344,2043-05-22,334807.8487
1345,2043-05-27,334773.3117
1346,2043-06-01,334738.8075
1347,2043-06-06,334704.336
1348,2043-06-11,334669.8972
1349,2043-06-16,334635.4909
1350,2043-06-21,334601.1172
1351,2043-06-26,334566.776
1352,2043-07-01,334532.4672
1353,2043-07-06,334498.1907
1354,2043-07-11,334463.9466
1355,2043-07-16,334429.7348
1356,2043-07-21,334395.5552
1357,2043-07-26,334361.4077
1358,2043-07-31,334327.2923
1359,2043-08-05,334293.209
1360,2043-08-10,334259.1577
1361,2043-08-15,334225.1383
1362,2043-08-20,334191.1508
1363,2043-08-25,334157.1951
1364,2043-08-30,334123.2713
1365,2043-09-04,334089.3791
1366,2043-09-09,334055.5186
1367,2043-09-14,334021.6897
1368,2043-09-19,333987.8924
1369,2043-09-24,333954.1266
1370,2043-09-29,333920.3922
1371,2043-10-04,333886.6893
1372,2043-10-09,333853.0177
1373,2043-10-14,333819.3774
1374,2043-10-19,333785.7683
1375,2043-10-24,333752.1904
1376,2043-10-29,333718.6437
1377,2043-11-03,333685.1281
1378,2043-11-08,333651.6435
1379,2043-11-13,333618.1899
1380,2043-11-18,333584.7672
1381,2043-11-23,333551.3754
1382,2043-11-28,333518.0145
1383,2043-12-03,333484.6843
1384,2043-12-08,333451.3848
1385,2043-12-13,333418.116
1386,2043-12-18,333384.8779
1387,2043-12-23,333351.6703
1388,2043-12-28,333318.4933
1389,2044-01-02,333285.3467
1390,2044-01-07,333252.2305
1391,2044-01-12,333219.1447
1392,2044-01-17,333186.0893
1393,2044-01-22,333153.0641
1394,2044-01-27,333120.0691
1395,2044-02-01,333087.1043
1396,2044-02-06,333054.1696
1397,2044-02-11,333021.265
1398,2044-02-16,332988.3904
1399,2044-02-21,332955.5458
1400,2044-02-26,332922.7311
1401,2044-03-02,332889.9463
1402,2044-03-07,332857.1913
1403,2044-03-12,332824.4661
1404,2044-03-17,332791.7706
1405,2044-03-22,332759.1048
1406,2044-03-27,332726.4686
1407,2044-04-01,332693.8621
1408,2044-04-06,332661.285
1409,2044-04-11,332628.7374
1410,2044-04-16,332596.2193
1411,2044-04-21,332563.7305
1412,2044-04-26,332531.2711
1413,2044-05-01,332498.841
1414,2044-05-06,332466.4401
1415,2044-05-11,332434.0685
1416,2044-05-16,332401.7259
1417,2044-05-21,332369.4125
1418,2044-05-26,332337.1282
1419,2044-05-31,332304.8728
1420,2044-06-05,332272.6464
1421,2044-06-10,332240.4489
1422,2044-06-15,332208.2803
1423,2044-06-20,332176.1405
1424,2044-06-25,332144.0295
1425,2044-06-30,332111.9472
1426,2044-07-05,332079.8936
1427,2044-07-10,332047.8686
1428,2044-07-15,332015.8722
1429,2044-07-20,331983.9044
1430,2044-07-25,331951.965
1431,2044-07-30,331920.0541
1432,2044-08-04,331888.1716
1433,2044-08-09,331856.3175
1434,2044-08-14,331824.4917
1435,2044-08-19,331792.6941
1436,2044-08-24,331760.9248
1437,2044-08-29,331729.1836
1438,2044-09-03,331697.4706
1439,2044-09-08,331665.7856
1440,2044-09-13,331634.1288
1441,2044-09-18,331602.4999
1442,2044-09-23,331570.8989
1443,2044-09-28,331539.3259
1444,2044-10-03,331507.7807
1445,2044-10-08,331476.2633
1446,2044-10-13,331444.7738
1447,2044-10-18,331413.3119
1448,2044-10-23,331381.8778
1449,2044-10-28,331350.4712
1450,2044-11-02,331319.0923
1451,2044-11-07,331287.7409
1452,2044-11-12,331256.4171
1453,2044-11-17,331225.1207
1454,2044-11-22,331193.8517
1455,2044-11-27,331162.6102
1456,2044-12-02,331131.3959
1457,2044-12-07,331100.209
1458,2044-12-12,331069.0493
1459,2044-12-17,331037.9168
1460,2044-12-22,331006.8114
1461,2044-12-27,330975.7332
1462,2045-01-01,330944.6821
1463,2045-01-06,330913.658
1464,2045-01-11,330882.6609
1465,2045-01-16,330851.6908
1466,2045-01-21,330820.7475
1467,2045-01-26,330789.8312
1468,2045-01-31,330758.9416
1469,2045-02-05,330728.0789
1470,2045-02-10,330697.2429
1471,2045-02-15,330666.4335
1472,2045-02-20,330635.6509
1473,2045-02-25,330604.8948
1474,2045-03-02,330574.1654
1475,2045-03-07,330543.4624
1476,2045-03-12,330512.786
1477,2045-03-17,330482.136
1478,2045-03-22,330451.5124
1479,2045-03-27,330420.9152
1480,2045-04-01,330390.3443
1481,2045-04-06,330359.7997
1482,2045-04-11,330329.2813
1483,2045-04-16,330298.7891
1484,2045-04-21,330268.3231
1485,2045-04-26,330237.8833
1486,2045-05-01,330207.4695
1487,2045-05-06,330177.0817
1488,2045-05-11,330146.72
1489,2045-05-16,330116.3842
1490,2045-05-21,330086.0743
1491,2045-05-26,330055.7903
1492,2045-05-31,330025.5322
1493,2045-06-05,329995.2999
1494,2045-06-10,329965.0933
1495,2045-06-15,329934.9124
1496,2045-06-20,329904.7573
1497,2045-06-25,329874.6277
1498,2045-06-30,329844.5238
1499,2045-07-05,329814.4454
1500,2045-07-10,329784.3926
1501,2045-07-15,329754.3653
1502,2045-07-20,329724.3634
1503,2045-07-25,329694.3869
1504,2045-07-30,329664.4357
1505,2045-08-04,329634.5099
1506,2045-08-09,329604.6094
1507,2045-08-14,329574.7342
1508,2045-08-19,329544.8842
1509,2045-08-24,329515.0593
1510,2045-08-29,329485.2596
1511,2045-09-03,329455.485
1512,2045-09-08,329425.7354
1513,2045-09-13,329396.0109
1514,2045-09-18,329366.3113
1515,2045-09-23,329336.6367
1516,2045-09-28,329306.987
1517,2045-10-03,329277.3622
1518,2045-10-08,329247.7622
1519,2045-10-13,329218.187
1520,2045-10-18,329188.6365
1521,2045-10-23,329159.1108
1522,2045-10-28,329129.6098
1523,2045-11-02,329100.1334
1524,2045-11-07,329070.6816
1525,2045-11-12,329041.2544
1526,2045-11-17,329011.8518
1527,2045-11-22,328982.4736
1528,2045-11-27,328953.1199
1529,2045-12-02,328923.7906
1530,2045-12-07,328894.4857
1531,2045-12-12,328865.2051
1532,2045-12-17,328835.9489
1533,2045-12-22,328806.717
1534,2045-12-27,328777.5092
1535,2046-01-01,328748.3257
1536,2046-01-06,328719.1664
1537,2046-01-11,328690.0312
1538,2046-01-16,328660.9201
1539,2046-01-21,328631.833
1540,2046-01-26,328602.77
1541,2046-01-31,328573.731
1542,2046-02-05,328544.7159
1543,2046-02-10,328515.7247
1544,2046-02-15,328486.7574
1545,2046-02-20,328457.814
1546,2046-02-25,328428.8944
1547,2046-03-02,328399.9985
1548,2046-03-07,328371.1264
1549,2046-03-12,328342.278
1550,2046-03-17,328313.4532
1551,2046-03-22,328284.6521
1552,2046-03-27,328255.8746
1553,2046-04-01,328227.1207
1554,2046-04-06,328198.3903
1555,2046-04-11,328169.6834
1556,2046-04-16,328140.9999
1557,2046-04-21,328112.3399
1558,2046-04-26,328083.7032
1559,2046-05-01,328055.0899
1560,2046-05-06,328026.5
1561,2046-05-11,327997.9333
1562,2046-05-16,327969.3899
1563,2046-05-21,327940.8697
1564,2046-05-26,327912.3726
1565,2046-05-31,327883.8988
1566,2046-06-05,327855.448
1567,2046-06-10,327827.0203
1568,2046-06-15,327798.6157
1569,2046-06-20,327770.2341
1570,2046-06-25,327741.8755
1571,2046-06-30,327713.5398
1572,2046-07-05,327685.2271
1573,2046-07-10,327656.9372
1574,2046-07-15,327628.6701
1575,2046-07-20,327600.4259
1576,2046-07-25,327572.2045
1577,2046-07-30,327544.0058
1578,2046-08-04,327515.8298
1579,2046-08-09,327487.6765
1580,2046-08-14,327459.5458
1581,2046-08-19,327431.4378
1582,2046-08-24,327403.3523
1583,2046-08-29,327375.2894
1584,2046-09-03,327347.2491
1585,2046-09-08,327319.2311
1586,2046-09-13,327291.2357
1587,2046-09-18,327263.2627
1588,2046-09-23,327235.312
1589,2046-09-28,327207.3837
1590,2046-10-03,327179.4777
1591,2046-10-08,327151.5941
1592,2046-10-13,327123.7326
1593,2046-10-18,327095.8934
1594,2046-10-23,327068.0764
1595,2046-10-28,327040.2816
1596,2046-11-02,327012.5089
1597,2046-11-07,326984.7582
1598,2046-11-12,326957.0297
1599,2046-11-17,326929.3232
1600,2046-11-22,326901.6387
1601,2046-11-27,326873.9761
1602,2046-12-02,326846.3355
1603,2046-12-07,326818.7168
1604,2046-12-12,326791.12
1605,2046-12-17,326763.545
1606,2046-12-22,326735.9918
1607,2046-12-27,326708.4604
1608,2047-01-01,326680.9508
1609,2047-01-06,326653.4629
1610,2047-01-11,326625.9967
1611,2047-01-16,326598.5521
1612,2047-01-21,326571.1292
1613,2047-01-26,326543.7278
1614,2047-01-31,326516.348
1615,2047-02-05,326488.9898
1616,2047-02-10,326461.6531
1617,2047-02-15,326434.3378
1618,2047-02-20,326407.044
1619,2047-02-25,326379.7716
1620,2047-03-02,326352.5205
1621,2047-03-07,326325.2909
1622,2047-03-12,326298.0825
1623,2047-03-17,326270.8955
1624,2047-03-22,326243.7297
1625,2047-03-27,326216.5851
1626,2047-04-01,326189.4617
1627,2047-04-06,326162.3595
1628,2047-04-11,326135.2785
1629,2047-04-16,326108.2185
1630,2047-04-21,326081.1797
1631,2047-04-26,326054.1619
1632,2047-05-01,326027.1651
1633,2047-05-06,326000.1893
1634,2047-05-11,325973.2345
1635,2047-05-16,325946.3006
1636,2047-05-21,325919.3876
1637,2047-05-26,325892.4955
1638,2047-05-31,325865.6242
1639,2047-06-05,325838.7738
1640,2047-06-10,325811.9441
1641,2047-06-15,325785.1352
1642,2047-06-20,325758.347
1643,2047-06-25,325731.5795
1644,2047-06-30,325704.8327
1645,2047-07-05,325678.1066
1646,2047-07-10,325651.401
1647,2047-07-15,325624.7161
1648,2047-07-20,325598.0517
1649,2047-07-25,325571.4078
1650,2047-07-30,325544.7844
1651,2047-08-04,325518.1815
1652,2047-08-09,325491.5991
1653,2047-08-14,325465.037
1654,2047-08-19,325438.4953
1655,2047-08-24,325411.974
1656,2047-08-29,325385.473
1657,2047-09-03,325358.9924
1658,2047-09-08,325332.532
1659,2047-09-13,325306.0918
1660,2047-09-18,325279.6719
1661,2047-09-23,325253.2721
1662,2047-09-28,325226.8925
1663,2047-10-03,325200.533
1664,2047-10-08,325174.1937
1665,2047-10-13,325147.8744
1666,2047-10-18,325121.5752
1667,2047-10-23,325095.296
1668,2047-10-28,325069.0367
1669,2047-11-02,325042.7975
1670,2047-11-07,325016.5782
1671,2047-11-12,324990.3788
1672,2047-11-17,324964.1993
1673,2047-11-22,324938.0396
1674,2047-11-27,324911.8998
1675,2047-12-02,324885.7798
1676,2047-12-07,324859.6795
1677,2047-12-12,324833.599
1678,2047-12-17,324807.5382
1679,2047-12-22,324781.4972
1680,2047-12-27,324755.4757
1681,2048-01-01,324729.474
1682,2048-01-06,324703.4918
1683,2048-01-11,324677.5292
1684,2048-01-16,324651.5862
1685,2048-01-21,324625.6627
1686,2048-01-26,324599.7588
1687,2048-01-31,324573.8743
1688,2048-02-05,324548.0092
1689,2048-02-10,324522.1636
1690,2048-02-15,324496.3374
1691,2048-02-20,324470.5306
1692,2048-02-25,324444.7431
1693,2048-03-01,324418.9749
1694,2048-03-06,324393.2261
1695,2048-03-11,324367.4965
1696,2048-03-16,324341.7861
1697,2048-03-21,324316.095
1698,2048-03-26,324290.423
1699,2048-03-31,324264.7702
1700,2048-04-05,324239.1366
1701,2048-04-10,324213.5221
1702,2048-04-15,324187.9267
1703,2048-04-20,324162.3503
1704,2048-04-25,324136.7929
1705,2048-04-30,324111.2546
1706,2048-05-05,324085.7353
1707,2048-05-10,324060.2349
1708,2048-05-15,324034.7535
1709,2048-05-20,324009.2909
1710,2048-05-25,323983.8473
1711,2048-05-30,323958.4225
1712,2048-06-04,323933.0165
1713,2048-06-09,323907.6294
1714,2048-06-14,323882.261
1715,2048-06-19,323856.9114
1716,2048-06-24,323831.5805
1717,2048-06-29,323806.2683
1718,2048-07-04,323780.9749
1719,2048-07-09,323755.7
1720,2048-07-14,323730.4438
1721,2048-07-19,323705.2062
1722,2048-07-24,323679.9872
1723,2048-07-29,323654.7868
1724,2048-08-03,323629.6049
1725,2048-08-08,323604.4415
1726,2048-08-13,323579.2965
1727,2048-08-18,323554.1701
1728,2048-08-23,323529.0621
1729,2048-08-28,323503.9724
1730,2048-09-02,323478.9012
1731,2048-09-07,323453.8483
1732,2048-09-12,323428.8138
1733,2048-09-17,323403.7976
1734,2048-09-22,323378.7997
1735,2048-09-27,323353.82
1736,2048-10-02,323328.8586
1737,2048-10-07,323303.9154
1738,2048-10-12,323278.9903
1739,2048-10-17,323254.0835
1740,2048-10-22,323229.1948
1741,2048-10-27,323204.3242
1742,2048-11-01,323179.4717
1743,2048-11-06,323154.6373
1744,2048-11-11,323129.821
1745,2048-11-16,323105.0226
1746,2048-11-21,323080.2423
1747,2048-11-26,323055.4799
1748,2048-12-01,323030.7355
1749,2048-12-06,323006.009
1750,2048-12-11,322981.3005
1751,2048-12-16,322956.6098
1752,2048-12-21,322931.937
1753,2048-12-26,322907.282
1754,2048-12-31,322882.6448
1755,2049-01-05,322858.0254
1756,2049-01-10,322833.4238
1757,2049-01-15,322808.84
1758,2049-01-20,322784.2738
1759,2049-01-25,322759.7254
1760,2049-01-30,322735.1946
1761,2049-02-04,322710.6814
1762,2049-02-09,322686.186
1763,2049-02-14,322661.7081
1764,2049-02-19,322637.2477
1765,2049-02-24,322612.805
1766,2049-03-01,322588.3798
1767,2049-03-06,322563.9721
1768,2049-03-11,322539.5819
1769,2049-03-16,322515.2091
1770,2049-03-21,322490.8539
1771,2049-03-26,322466.516
1772,2049-03-31,322442.1955
1773,2049-04-05,322417.8924
1774,2049-04-10,322393.6067
1775,2049-04-15,322369.3383
1776,2049-04-20,322345.0872
1777,2049-04-25,322320.8534
1778,2049-04-30,322296.6369
1779,2049-05-05,322272.4376
1780,2049-05-10,322248.2555
1781,2049-05-15,322224.0906
1782,2049-05-20,322199.9429
1783,2049-05-25,322175.8124
1784,2049-05-30,322151.699
1785,2049-06-04,322127.6027
1786,2049-06-09,322103.5235
1787,2049-06-14,322079.4614
1788,2049-06-19,322055.4163
1789,2049-06-24,322031.3882
1790,2049-06-29,322007.3772
1791,2049-07-04,321983.3831
1792,2049-07-09,321959.406
1793,2049-07-14,321935.4458
1794,2049-07-19,321911.5025
1795,2049-07-24,321887.5761
1796,2049-07-29,321863.6666
1797,2049-08-03,321839.774
1798,2049-08-08,321815.8981
1799,2049-08-13,321792.0391
1800,2049-08-18,321768.1969
1801,2049-08-23,321744.3714
1802,2049-08-28,321720.5627
1803,2049-09-02,321696.7707
1804,2049-09-07,321672.9954
1805,2049-09-12,321649.2367
1806,2049-09-17,321625.4948
1807,2049-09-22,321601.7694
1808,2049-09-27,321578.0607
1809,2049-10-02,321554.3686
1810,2049-10-07,321530.6931
1811,2049-10-12,321507.0341
1812,2049-10-17,321483.3916
1813,2049-10-22,321459.7657
1814,2049-10-27,321436.1562
1815,2049-11-01,321412.5632
1816,2049-11-06,321388.9867
1817,2049-11-11,321365.4266
1818,2049-11-16,321341.8828
1819,2049-11-21,321318.3555
1820,2049-11-26,321294.8446
1821,2049-12-01,321271.35
1822,2049-12-06,321247.8717
1823,2049-12-11,321224.4097
